timestamp_pasto;tbs;ur;tgn;tpo
1476586747;22369;66863;22369;16104
1476587647;22321;67093;22321;16110
1476588547;22274;67144;22274;16076
1476589447;22202;67340;22202;16050
1476590347;22154;67600;22154;16062
1476591247;22130;67922;22130;16110
1476592147;22106;68096;22106;16125
1476593047;22082;68181;22058;16120
1476593947;22058;68385;22034;16142
1476594847;22034;68677;22034;16182
1476595747;22034;69091;22011;16271
1476596647;21987;69290;22011;16268
1476597547;21939;69310;21939;16226
1476598447;21819;69348;21843;16120
1476599347;21748;69482;21748;16080
1476600247;21724;69684;21724;16100
1476601147;21700;69916;21724;16126
1476602047;21700;70151;21724;16176
1476602947;21652;70201;21676;16140
1476603847;21581;70276;21581;16087
1476604747;21509;70322;21509;16028
1476605647;21437;70455;21437;15987
1476606547;21390;70593;21413;15970
1476607447;21390;70681;21390;15988
1476608347;21390;70887;21413;16031
1476609247;21461;71047;21461;16133
1476610147;21557;71241;21557;16265
1476611047;21724;71301;21700;16439
1476611947;21819;71202;21795;16510
1476612847;21891;71098;21891;16558
1476613747;22058;71100;22034;16719
1476614647;22321;70973;22298;16946
1476615547;22609;70615;22561;17147
1476616447;22896;70048;22848;17303
1476617347;23232;69547;23256;17519
1476618247;23448;68814;23424;17567
1476619147;23665;68675;23785;17744
1476620047;24026;67604;24146;17853
1476620947;26329;56553;-;17309
1476621847;27579;53992;-;17757
1476622747;27850;52154;-;17470
1476623647;28345;51485;-;17726
1476624547;29941;54516;-;20102
1476625447;34124;40528;-;19169
1476626347;33495;40663;-;18662
1476627247;33157;41732;-;18776
1476628147;33548;41808;-;19155
1476629047;35529;34966;-;18020
1476629947;37838;34040;-;19599
1476630847;37288;32712;-;18466
1476631747;41443;30617;-;20951
1476632647;41972;27193;-;19409
1476633547;41443;25197;-;17691
1476634447;40314;27779;-;18364
1476635347;38896;31668;-;19323
1476636247;39290;31072;-;19348
1476637147;39772;30131;-;19251
1476638047;38060;28664;-;16965
1476638947;37508;32176;-;18386
1476639847;36933;30774;-;17161
1476640747;36119;32231;-;17212
1476641647;36796;33153;-;18259
1476642547;36498;32263;-;17556
1476643447;35823;32620;-;17150
1476644347;35797;32652;-;17143
1476645247;34916;34327;-;17186
1476646147;29991;42843;-;16348
1476647047;27628;49883;36362;16574
1476647947;26036;51843;29340;15701
1476648847;24798;53821;25744;15126
1476649747;23569;55959;24532;14570
1476650647;23016;58292;28866;14666
1476651547;22537;61098;24702;14919
1476652447;22178;63738;21461;15210
1476653347;21795;65656;20889;15286
1476654247;21461;66822;20531;15228
1476655147;21103;68419;19912;15234
1476656047;20817;70398;19532;15379
1476656947;20507;72064;19246;15423
1476657847;20198;72150;18937;15141
1476658747;20007;73099;18818;15148
1476659647;20007;73937;19199;15314
1476660547;20055;73976;19413;15367
1476661447;19936;73837;19056;15225
1476662347;19865;74600;19175;15305
1476663247;19674;75681;18818;15329
1476664147;19318;76295;18200;15099
1476665047;19413;76770;18937;15281
1476665947;19294;76490;18628;15113
1476666847;19151;76717;18414;15017
1476667747;19127;76797;18485;15009
1476668647;19032;77374;18319;15024
1476669547;18937;77525;18295;14959
1476670447;18699;77900;17796;14797
1476671347;18461;78527;17415;14680
1476672247;18366;78592;17582;14599
1476673147;18390;78850;17891;14669
1476674047;18129;78992;17296;14439
1476674947;17986;79494;18057;14390
1476675847;17986;79970;18461;14475
1476676747;18081;80186;18509;14606
1476677647;18010;80478;17391;14588
1476678547;17796;80655;17011;14410
1476679447;17724;80807;16892;14366
1476680347;17558;81049;16677;14246
1476681247;17605;81170;16820;14313
1476682147;17463;81361;16630;14207
1476683047;17344;81640;16487;14138
1476683947;17225;81752;16368;14041
1476684847;17130;81925;16320;13978
1476685747;17320;82161;16654;14205
1476686647;17344;82276;16701;14248
1476687547;17486;82363;16963;14403
1476688447;17510;82424;16868;14436
1476689347;17510;82479;16963;14446
1476690247;17653;82539;17106;14596
1476691147;17510;82535;16749;14455
1476692047;17344;82580;16654;14300
1476692947;17510;82645;18390;14474
1476693847;18129;82506;19817;15057
1476694747;18794;82265;22729;15669
1476695647;18723;81665;19674;15495
1476696547;19103;81442;21581;15828
1476697447;19746;80826;24798;16348
1476698347;20936;77768;27431;16952
1476699247;22034;73755;28717;17239
1476700147;22920;69460;29916;17201
1476701047;23232;65063;28766;16519
1476701947;23857;63231;30798;16684
1476702847;24050;62654;30343;16728
1476703747;24532;60221;30697;16584
1476704647;25234;58694;32458;16853
1476705547;25890;55549;33157;16624
1476706447;26426;54367;33521;16793
1476707347;26842;53952;34150;17061
1476708247;27284;52586;34889;17074
1476709147;27727;50890;36173;16975
1476710047;28196;52966;36525;18031
1476710947;28369;52416;37563;18028
1476711847;28642;50852;38532;17807
1476712747;28941;49700;38004;17722
1476713647;29315;48714;38812;17751
1476714547;29265;47605;38644;17344
1476715447;29790;46627;41766;17497
1476716347;30369;44698;39743;17357
1476717247;30167;45036;37811;17293
1476718147;30874;43240;42297;17289
1476719047;31382;42834;42564;17598
1476719947;31586;41528;42624;17289
1476720847;32021;40640;43768;17335
1476721747;31586;40861;40978;17032
1476722647;31586;40193;42863;16771
1476723547;32304;38961;44658;16915
1476724447;30925;40690;35342;16374
1476725347;30773;41206;38087;16437
1476726247;30545;41746;40429;16438
1476727147;30167;41970;34045;16182
1476728047;30798;42106;37921;16801
1476728947;30217;43100;33600;16646
1476729847;28493;46892;30243;16404
1476730747;29941;46515;36308;17597
1476731647;30016;46753;34730;17746
1476732547;29140;48335;32330;17469
1476733447;28048;50067;29765;17017
1476734347;26646;53830;26940;16844
1476735247;24629;57640;23400;16009
1476736147;23761;60928;22585;16033
1476737047;23112;63047;21987;15933
1476737947;22633;64539;21604;15828
1476738847;22178;65633;21175;15645
1476739747;21748;66664;20698;15466
1476740647;21437;67917;20436;15445
1476741547;21079;69006;20031;15337
1476742447;20793;70570;19817;15391
1476743347;20460;72142;19460;15393
1476744247;20269;73873;19508;15555
1476745147;20269;74191;19698;15617
1476746047;20198;74494;19579;15607
1476746947;20126;74940;19532;15625
1476747847;20079;75677;19508;15721
1476748747;20007;75319;19508;15583
1476749647;19793;75820;19222;15471
1476750547;19746;76211;19246;15499
1476751447;19793;76392;19294;15580
1476752347;19508;76619;18699;15345
1476753247;19318;77433;18699;15313
1476754147;19460;77775;19056;15515
1476755047;19436;77656;18985;15470
1476755947;19389;77675;18913;15427
1476756847;19318;77887;18794;15397
1476757747;19365;78152;18937;15492
1476758647;19341;78232;18889;15484
1476759547;19127;78442;18461;15314
1476760447;19032;78676;18343;15264
1476761347;19032;79127;18580;15346
1476762247;19056;79470;18509;15431
1476763147;19103;79592;18699;15499
1476764047;19032;79577;18414;15427
1476764947;18747;79685;17938;15168
1476765847;18557;80093;17724;15055
1476766747;18414;80426;17582;14974
1476767647;18366;80667;17510;14970
1476768547;18366;80779;17653;14990
1476769447;18628;80891;18247;15266
1476770347;18580;80965;17938;15232
1476771247;18533;81206;17938;15228
1476772147;18414;81375;17796;15141
1476773047;18509;81479;18081;15253
1476773947;18604;81583;18224;15364
1476774847;18628;81700;18271;15408
1476775747;18628;81784;18271;15422
1476776647;18557;81879;18129;15369
1476777547;18461;81969;18057;15291
1476778447;18390;82093;18129;15243
1476779347;18414;82181;18247;15281
1476780247;18509;82202;18747;15378
1476781147;18628;82145;19080;15485
1476782047;18985;82085;20317;15824
1476782947;19436;81738;21246;16207
1476783847;20198;81120;24267;16844
1476784747;20531;80010;25065;16970
1476785647;21079;78282;25695;17187
1476786547;21795;76225;26475;17493
1476787447;22705;74468;29490;18030
1476788347;23857;70758;31433;18379
1476789247;24363;68053;31663;18276
1476790147;25065;66434;32536;18581
1476791047;25817;64258;34229;18789
1476791947;26451;62712;34995;19015
1476792847;26965;60636;35636;18981
1476793747;27235;58315;35850;18631
1476794647;27825;55167;36471;18321
1476795547;28295;54917;37261;18687
1476796447;28518;54283;38616;18713
1476797347;29040;52923;39177;18800
1476798247;29090;52642;38226;18762
1476799147;29615;51045;39375;18762
1476800047;30268;49872;41152;18996
1476800947;31357;43427;45499;17793
1476801847;31816;46710;45814;19371
1476802747;31612;44843;42893;18534
1476803647;31868;43882;41825;18420
1476804547;30798;45143;42505;17903
1476805447;32098;43013;45593;18309
1476806347;32562;40497;45908;17762
1476807247;32898;40131;46226;17916
1476808147;32381;39942;42149;17380
1476809047;31612;41164;42356;17172
1476809947;32124;40150;40688;17233
1476810847;30369;42886;32304;16704
1476811747;29439;43999;31408;16268
1476812647;29340;44414;31919;16325
1476813547;29790;44237;37673;16670
1476814447;31153;42145;40891;17134
1476815347;31331;41998;39800;17239
1476816247;30016;44131;32794;16837
1476817147;30066;46138;35636;17583
1476818047;29290;48224;30925;17570
1476818947;27677;52608;27456;17445
1476819847;26818;55998;26916;17613
1476820747;26280;58450;25963;17771
1476821647;25040;62726;24002;17683
1476822547;24315;64340;23256;17381
1476823447;23809;65885;22824;17258
1476824347;23472;66907;22585;17168
1476825247;22896;67792;21891;16814
1476826147;22393;69038;21318;16604
1476827047;22011;69884;20865;16418
1476827947;21724;71243;20817;16427
1476828847;21294;71718;20222;16111
1476829747;20913;72345;19960;15871
1476830647;20603;73012;19651;15706
1476831547;20341;73685;19436;15587
1476832447;20198;74321;19294;15574
1476833347;20079;75017;19222;15594
1476834247;19746;75438;18985;15352
1476835147;19532;75824;18842;15218
1476836047;19460;76495;18889;15276
1476836947;19341;76670;18794;15193
1476837847;19175;76665;18343;15030
1476838747;18866;77198;17938;14829
1476839647;18628;77517;17677;14657
1476840547;18485;78166;17605;14637
1476841447;18366;78648;17534;14609
1476842347;18271;78853;17463;14553
1476843247;18176;79254;17391;14533
1476844147;18033;79477;17177;14433
1476845047;17986;79774;17296;14440
1476845947;18200;79904;17867;14672
1476846847;18295;79953;17962;14774
1476847747;18343;79823;17915;14797
1476848647;18319;79846;17843;14778
1476849547;18319;79958;17938;14798
1476850447;18271;79920;17653;14745
1476851347;18105;80024;17415;14601
1476852247;18224;80133;17772;14736
1476853147;18295;80205;17867;14819
1476854047;18295;80288;17748;14834
1476854947;18129;80448;17368;14699
1476855847;18105;80750;17463;14729
1476856747;18200;81022;17724;14870
1476857647;18224;81166;17796;14918
1476858547;18010;81286;17344;14730
1476859447;17724;81418;16915;14473
1476860347;17629;81675;16939;14424
1476861247;17748;81868;17272;14574
1476862147;17796;81989;17296;14642
1476863047;17701;82079;17058;14564
1476863947;17629;82174;17058;14510
1476864847;17748;82366;17296;14660
1476865747;17962;82441;17582;14883
1476866647;18033;82513;17724;14965
1476867547;18200;82522;18295;15130
1476868447;18509;82535;19555;15436
1476869347;19008;82368;21963;15897
1476870247;19222;81858;21079;16018
1476871147;19960;81153;24798;16616
1476872047;20841;79142;26378;17114
1476872947;21843;75600;28965;17419
1476873847;22729;71873;29315;17525
1476874747;23593;69019;30697;17750
1476875647;24050;66498;31077;17627
1476876547;24653;65396;32124;17950
1476877447;25040;62817;32665;17705
1476878347;25550;61337;33209;17823
1476879247;26085;59507;34176;17863
1476880147;26500;57954;34704;17846
1476881047;27063;56222;35475;17904
1476881947;27677;54671;36769;18043
1476882847;27974;53953;36661;18112
1476883747;28642;51557;38504;18022
1476884647;29190;53900;39857;19226
1476885547;29715;51090;41766;18868
1476886447;29966;49412;41502;18572
1476887347;30167;48595;41065;18493
1476888247;30925;46863;44196;18611
1476889147;31510;45589;44812;18704
1476890047;31791;44600;45092;18610
1476890947;31868;44147;44073;18516
1476891847;32253;42732;45311;18343
1476892747;31586;42326;43799;17592
1476893647;32227;42496;45373;18231
1476894547;31484;43077;38032;17779
1476895447;32124;40384;45186;17326
1476896347;32355;40241;42327;17476
1476897247;31484;41250;36987;17091
1476898147;30722;42694;34387;16951
1476899047;30621;43674;36688;17219
1476899947;30016;43605;33157;16648
1476900847;30621;43542;38504;17171
1476901747;30217;43825;32562;16909
1476902647;29065;47027;29865;16971
1476903547;28692;49119;29615;17310
1476904447;27431;52924;27308;17310
1476905347;26744;56175;26451;17594
1476906247;25841;59128;25113;17536
1476907147;25137;60933;24291;17333
1476908047;24436;65571;23737;17783
1476908947;23857;65562;22848;17230
1476909847;23400;66775;22369;17070
1476910747;23064;67404;22154;16889
1476911647;22776;69641;21772;17101
1476912547;22250;71283;21175;16942
1476913447;21867;72937;20889;16912
1476914347;21557;73691;20603;16764
1476915247;21246;74239;20365;16573
1476916147;21103;74760;20317;16537
1476917047;21079;75332;20388;16625
1476917947;21032;75984;20388;16705
1476918847;21032;76472;20436;16799
1476919747;20889;77016;20317;16763
1476920647;20746;77186;20150;16657
1476921547;20579;77495;20055;16552
1476922447;20484;77332;19912;16429
1476923347;20269;77488;19651;16250
1476924247;20150;77918;19627;16214
1476925147;20031;77751;19294;16067
1476926047;19698;78193;18771;15824
1476926947;19365;78972;18461;15642
1476927847;19175;79270;18295;15511
1476928747;19127;79429;18295;15493
1476929647;19127;79569;18319;15518
1476930547;19222;79674;18580;15630
1476931447;19365;79901;18985;15811
1476932347;19341;79896;18818;15786
1476933247;19222;79815;18533;15656
1476934147;19103;79986;18580;15570
1476935047;18961;80011;18200;15435
1476935947;18675;80343;17819;15215
1476936847;18628;80891;17891;15266
1476937747;18723;81219;18271;15417
1476938647;18723;81442;18343;15456
1476939547;18319;81493;17629;15069
1476940447;18247;81756;17724;15044
1476941347;17986;81948;17272;14821
1476942247;17891;82121;17249;14758
1476943147;17962;82303;17510;14859
1476944047;18057;82379;17629;14966
1476944947;18081;82468;17677;15004
1476945847;18057;82490;17677;14985
1476946747;18081;82495;17701;15009
1476947647;18033;82457;17558;14956
1476948547;18057;82490;17582;14985
1476949447;18057;82546;17510;14994
1476950347;17986;82613;17439;14936
1476951247;18081;82689;17701;15042
1476952147;18152;82733;17891;15120
1476953047;18295;82737;18485;15260
1476953947;18628;82672;19413;15576
1476954847;18937;82630;20198;15872
1476955747;19460;82440;22417;16353
1476956647;19888;81949;22896;16687
1476957547;20103;81240;23497;16772
1476958447;20936;79304;25647;17237
1476959347;21390;77347;26598;17313
1476960247;22681;73415;30722;17795
1476961147;23256;71178;30293;17889
1476962047;23280;69971;30041;17656
1476962947;24171;67300;33235;17923
1476963847;24774;64903;33183;17949
1476964747;25016;63454;31179;17836
1476965647;25162;64422;34045;18205
1476966547;26085;60157;34836;18030
1476967447;26818;58563;37755;18305
1476968347;26207;55877;32355;17010
1476969247;27481;56157;39516;18276
1476970147;27333;53989;33443;17528
1476971047;28147;50433;38672;17221
1476971947;29365;49593;42684;18078
1476972847;29340;50106;37921;18217
1476973747;29790;49195;45217;18342
1476974647;30596;45907;44288;17985
1476975547;29715;47791;34730;17817
1476976447;30091;44140;44812;16908
1476977347;31230;42850;45877;17466
1476978247;30041;44726;35022;17070
1476979147;30798;44287;44688;17600
1476980047;32150;39650;47875;17057
1476980947;32898;36388;49140;16351
1476981847;31714;40608;36715;17048
1476982747;29815;43219;32691;16327
1476983647;30192;42833;38087;16525
1476984547;30419;40936;42505;16016
1476985447;32330;40707;47222;17637
1476986347;31970;37346;43982;15945
1476987247;31740;39473;42267;16620
1476988147;32150;36079;43223;15557
1476989047;32201;35677;41590;15424
1476989947;32898;35030;41531;15744
1476990847;32073;36004;38198;15456
1476991747;31842;38040;37425;16124
1476992647;30925;40357;33966;16244
1476993547;29265;45682;29790;16698
1476994447;27284;53856;26378;17444
1476995347;25793;58407;24508;17302
1476996247;25040;61623;23881;17413
1476997147;24146;65461;23016;17482
1476998047;23545;66650;22417;17179
1476998947;22992;68017;21891;16956
1476999847;22681;68883;21891;16846
1477000747;22489;70209;21795;16946
1477001647;22154;71705;21485;16937
1477002547;21987;72609;21413;16961
1477003447;21724;73317;21127;16850
1477004347;21413;74040;20865;16695
1477005247;21223;74986;20698;16696
1477006147;21103;75423;20484;16666
1477007047;21127;75629;20674;16729
1477007947;21079;76051;20627;16764
1477008847;20936;76625;20507;16735
1477009747;20793;77025;20365;16672
1477010647;20746;77044;20341;16630
1477011547;20674;77372;20293;16622
1477012447;20603;77528;20246;16582
1477013347;20507;77879;20103;16555
1477014247;20412;78001;20031;16485
1477015147;20293;78431;19912;16448
1477016047;20246;78846;19841;16479
1477016947;20246;79129;19912;16531
1477017847;20198;79261;19841;16508
1477018747;20222;79322;19841;16543
1477019647;20222;79548;19888;16584
1477020547;20198;79713;19817;16590
1477021447;20031;79452;19484;16380
1477022347;19674;79658;18889;16069
1477023247;19627;80126;19080;16107
1477024147;19555;80476;18961;16100
1477025047;19627;80660;19246;16202
1477025947;19627;80884;19246;16242
1477026847;19532;81032;19199;16175
1477027747;19460;80988;19151;16098
1477028647;19413;80950;19199;16044
1477029547;19460;80904;19222;16083
1477030447;19508;80858;19270;16121
1477031347;19508;80774;19246;16106
1477032247;19555;80757;19246;16150
1477033147;19555;80757;19294;16150
1477034047;19484;80853;19246;16097
1477034947;19175;81402;18557;15891
1477035847;19032;81482;18414;15766
1477036747;18985;81527;18366;15727
1477037647;19032;81538;18557;15775
1477038547;19175;81569;18961;15921
1477039447;19294;81623;19413;16047
1477040347;19508;81614;19984;16255
1477041247;19651;81533;20460;16381
1477042147;19841;81323;20793;16530
1477043047;20079;81066;21533;16717
1477043947;20317;80527;22178;16854
1477044847;20817;79618;23497;17178
1477045747;21151;78838;23689;17360
1477046647;21628;77711;25331;17615
1477047547;22776;76192;29790;18440
1477048447;23833;72905;32047;18805
1477049347;24388;69342;31868;18583
1477050247;24944;67617;33443;18734
1477051147;26085;66006;35877;19455
1477052047;27431;62903;40833;19991
1477052947;27677;61028;38840;19753
1477053847;27677;60345;37783;19578
1477054747;28369;53499;37398;18348
1477055647;27308;58326;32768;18703
1477056547;28444;57117;40978;19440
1477057447;28692;56082;39914;19385
1477058347;29815;52677;45311;19444
1477059247;29540;51260;41972;18759
1477060147;30520;50196;44442;19330
1477061047;31026;49775;45373;19662
1477061947;31816;45131;-;18822
1477062847;31893;45404;43254;18987
1477063747;30394;44931;36661;17462
1477064647;31281;45134;-;18337
1477065547;32433;44410;-;19122
1477066447;32691;44572;48271;19414
1477067347;32124;41252;40314;17665
1477068247;32073;40479;44968;17317
1477069147;31357;43063;35931;17659
1477070047;31663;42832;41298;17850
1477070947;30874;46006;33313;18272
1477071847;29365;50271;30545;18291
1477072747;28990;53363;30545;18883
1477073647;29115;53794;33783;19126
1477074547;29140;53288;32484;19000
1477075447;28543;55554;31740;19099
1477076347;27087;59507;26818;18806
1477077247;26182;61531;25647;18469
1477078147;26061;62280;25866;18540
1477079047;25768;62906;25331;18417
1477079947;25380;63850;24871;18276
1477080847;24968;64935;24339;18141
1477081747;24677;65612;24098;18023
1477082647;24291;66901;23665;17949
1477083547;23930;67288;23328;17690
1477084447;23545;67847;22992;17447
1477085347;23208;68800;22681;17334
1477086247;22753;69578;22178;17065
1477087147;22298;71204;21676;16971
1477088047;22058;71511;21557;16805
1477088947;21843;72231;21318;16746
1477089847;21652;73012;21127;16720
1477090747;21366;72315;20841;16302
1477091647;20936;72291;20341;15883
1477092547;20674;73692;19984;15911
1477093447;20484;74810;19770;15946
1477094347;20531;75682;20103;16161
1477095247;20460;76413;19912;16232
1477096147;20317;76870;19746;16180
1477097047;20222;77278;19674;16164
1477097947;20174;77553;19722;16169
1477098847;20222;77649;19817;16233
1477099747;20222;77905;19841;16281
1477100647;20174;78065;19865;16265
1477101547;20007;78343;19555;16154
1477102447;19888;78799;19389;16122
1477103347;19817;78954;19413;16080
1477104247;19674;78924;19175;15935
1477105147;19579;79356;19056;15921
1477106047;19555;79745;19127;15968
1477106947;19484;80011;18913;15947
1477107847;19413;80108;18842;15894
1477108747;19508;80353;19199;16031
1477109647;19579;80425;19222;16114
1477110547;19627;80548;19318;16182
1477111447;19698;80619;19389;16265
1477112347;19603;80879;18937;16218
1477113247;19508;81362;18913;16211
1477114147;19413;81677;18913;16173
1477115047;19389;81979;18889;16202
1477115947;19175;82182;18604;16028
1477116847;19175;82266;18675;16042
1477117747;19175;82349;18723;16057
1477118647;19103;82500;18628;16013
1477119547;19080;82551;18675;15998
1477120447;18961;82580;18485;15887
1477121347;18818;82631;18343;15756
1477122247;18747;82699;18319;15697
1477123147;18675;82738;18319;15634
1477124047;18723;82804;18414;15692
1477124947;18771;82815;18557;15741
1477125847;18842;82831;18913;15813
1477126747;19032;82845;19532;16003
1477127647;19318;82798;20746;16275
1477128547;19722;82665;22393;16649
1477129447;20460;82354;25040;17318
1477130347;20126;81665;21891;16870
1477131247;20412;81279;23088;17082
1477132147;20889;80509;24122;17410
1477133047;21103;78998;24219;17344
1477133947;21175;78302;24195;17284
1477134847;22154;77189;28369;18027
1477135747;23376;72084;30041;18194
1477136647;24436;68873;30545;18527
1477137547;24750;66440;30495;18282
1477138447;24944;65295;30545;18202
1477139347;25817;63465;32949;18598
1477140247;26012;62609;33548;18575
1477141147;27112;60039;35208;18967
1477142047;26842;60059;32768;18718
1477142947;26965;60078;33287;18839
1477143847;28072;56873;39886;19026
1477144747;27974;57926;37178;19219
1477145647;27653;56466;33287;18522
1477146547;27308;56384;32536;18178
1477147447;29065;52958;40487;18833
1477148347;28642;53187;34651;18509
1477149247;28048;53518;32975;18055
1477150147;27899;53052;32587;17781
1477151047;28468;52397;35770;18114
1477151947;29215;51056;36661;18397
1477152847;29190;50570;35128;18224
1477153747;28543;50870;32433;17721
1477154647;29065;51646;36119;18439
1477155547;30394;49726;43616;19065
1477156447;30293;48675;42060;18635
1477157347;28816;50231;33730;17775
1477158247;30520;49191;44905;19010
1477159147;29464;48246;31868;17737
1477160047;29240;49642;38756;17979
1477160947;29414;49503;32510;18095
1477161847;28147;50658;29065;17290
1477162747;27776;51792;29215;17293
1477163647;28394;52802;32846;18166
1477164547;27112;55285;27186;17690
1477165447;26207;57723;26036;17510
1477166347;25768;59798;25380;17640
1477167247;25307;60744;24847;17446
1477168147;24484;65186;23472;17740
1477169047;23617;67532;22585;17446
1477169947;23088;68838;22202;17227
1477170847;22800;70591;21939;17327
1477171747;22226;71895;21461;17045
