data_abrigo;tbs;ur;tgn;tpo
10/27/2016 15:21:9;28965;50381;31153;17634
10/27/2016 15:36:9;28791;50424;30900;17488
10/27/2016 15:51:9;28816;46354;31001;16182
10/27/2016 16:6:9;28891;44496;31026;15609
10/27/2016 16:21:9;28568;43889;30824;15103
10/27/2016 16:36:9;28345;44065;30596;14964
10/27/2016 16:51:9;28122;44307;30495;14848
10/27/2016 17:6:9;27899;45050;30369;14905
10/27/2016 17:21:9;27628;45484;30142;14808
10/27/2016 17:36:9;27333;46244;29890;14797
10/27/2016 17:51:9;27038;46407;29715;14584
10/27/2016 18:6:9;26720;47126;29565;14533
10/27/2016 18:21:9;26402;48689;29315;14749
10/27/2016 18:36:9;26134;50307;29215;15011
10/27/2016 18:51:9;25866;52260;29090;15357
10/27/2016 19:6:9;25598;53809;29015;15566
10/27/2016 19:21:9;25331;56682;28766;16132
10/27/2016 19:36:9;25065;57108;28543;16001
10/27/2016 19:51:9;24677;57760;28345;15817
10/27/2016 20:6:9;24363;59456;27924;15976
10/27/2016 20:21:9;24171;60669;27998;16112
10/27/2016 20:36:9;24098;61290;27949;16204
10/27/2016 20:51:9;23930;61952;27850;16214
10/27/2016 21:6:9;23689;62778;27702;16194
10/27/2016 21:21:9;23472;64133;27702;16325
10/27/2016 21:36:9;23328;65107;27505;16425
10/27/2016 21:51:9;23184;65666;27407;16423
10/27/2016 22:6:9;23016;66277;27308;16409
10/27/2016 22:21:9;22872;66888;27210;16416
10/27/2016 22:36:9;22729;67295;27112;16375
10/27/2016 22:51:9;22561;67782;26989;16328
10/27/2016 23:6:9;22441;68275;27063;16328
10/27/2016 23:21:9;22298;68534;26940;16250
10/27/2016 23:36:9;22106;68926;26695;16157
10/27/2016 23:51:9;21891;69453;26598;16071
10/28/2016 00:6:9;21724;70042;26329;16043
10/28/2016 00:21:9;21604;70721;26256;16080
10/28/2016 00:36:9;21485;71395;26329;16114
10/28/2016 00:51:9;21390;71849;26256;16122
10/28/2016 01:6:9;21294;72108;26134;16087
10/28/2016 01:21:9;21127;72380;26134;15985
10/28/2016 01:36:9;21127;72462;26109;16003
10/28/2016 01:51:9;21199;72200;26158;16015
10/28/2016 02:6:9;21079;72012;26061;15859
10/28/2016 02:21:9;20984;71717;26036;15704
10/28/2016 02:36:9;20889;71616;25890;15590
10/28/2016 02:51:9;20746;71921;25914;15519
10/28/2016 03:6:9;20650;72371;25817;15525
10/28/2016 03:21:9;20603;72335;25793;15471
10/28/2016 03:36:9;20555;72326;25817;15423
10/28/2016 03:51:9;20507;72344;25720;15381
10/28/2016 04:6:9;20341;72724;25501;15303
10/28/2016 04:21:9;20293;72550;25525;15219
10/28/2016 04:36:9;20150;73015;25428;15181
10/28/2016 04:51:9;20150;73506;25355;15286
10/28/2016 05:6:9;20174;73293;25453;15263
10/28/2016 05:21:9;20150;73696;25404;15326
10/28/2016 05:36:9;20293;75076;25453;15754
10/28/2016 05:51:9;21199;73026;26109;16193
10/28/2016 06:6:9;21819;71792;26475;16522
10/28/2016 06:21:9;20889;76081;25623;16539
10/28/2016 06:36:9;20269;77232;25137;16175
10/28/2016 06:51:9;20198;75380;25089;15725
10/28/2016 07:6:9;20341;74628;25307;15706
10/28/2016 07:21:9;22274;72099;26720;17027
10/28/2016 07:36:9;22393;70193;26842;16718
10/28/2016 07:51:9;22633;68993;27063;16676
10/28/2016 08:6:9;23016;67057;27259;16593
10/28/2016 08:21:9;23472;65365;27579;16625
10/28/2016 08:36:9;23978;63004;27850;16524
10/28/2016 08:51:9;24484;60385;28221;16333
10/28/2016 09:6:9;24968;57957;28543;16142
10/28/2016 09:21:9;25550;56434;28866;16267
10/28/2016 09:36:9;28369;45770;30621;15578
10/28/2016 09:51:9;29740;42059;31484;15494
10/28/2016 10:6:9;30798;40256;32253;15756
10/28/2016 10:21:9;32304;37108;33261;15818
10/28/2016 10:36:9;45279;20933;41414;17797
10/28/2016 10:51:9;52059;15865;45405;18796
10/28/2016 11:6:9;54983;14350;47092;19460
10/28/2016 11:21:9;54983;14148;47125;19231
10/28/2016 11:36:9;55213;13752;47417;18953
10/28/2016 11:51:9;40458;21643;38337;14371
10/28/2016 12:6:9;34281;29199;34387;13813
10/28/2016 12:21:9;35770;27257;35182;14021
10/28/2016 12:36:9;36065;26873;35422;14052
10/28/2016 12:51:9;35689;27251;35636;13949
10/28/2016 13:6:9;33495;29429;33757;13260
10/28/2016 13:21:9;36389;26415;35689;14060
10/28/2016 13:36:9;35797;25779;35288;13185
10/28/2016 13:51:9;36742;25473;34229;13798
10/28/2016 14:6:9;35529;25686;35075;12904
10/28/2016 14:21:9;34281;28542;34677;13463
10/28/2016 14:36:9;36606;27245;35850;14723
10/28/2016 14:51:9;36254;26108;35797;13766
10/28/2016 15:6:9;37015;26013;36173;14351
10/28/2016 15:21:9;35958;27197;35448;14146
10/28/2016 15:36:9;34334;29203;34360;13861
10/28/2016 15:51:9;33469;30515;33730;13795
10/28/2016 16:6:9;33365;31012;33704;13955
10/28/2016 16:21:9;32201;33673;32949;14216
10/28/2016 16:36:9;31128;35592;32381;14133
10/28/2016 16:51:9;29991;37998;31510;14140
10/28/2016 17:6:9;28419;41441;30495;14079
10/28/2016 17:21:9;27112;44559;29690;14022
10/28/2016 17:36:9;26280;47957;29190;14402
10/28/2016 17:51:9;25671;50344;28717;14597
10/28/2016 18:6:9;25162;52292;28369;14717
10/28/2016 18:21:9;24581;55174;28072;15012
10/28/2016 18:36:9;24146;57743;27850;15316
10/28/2016 18:51:9;23713;59417;27579;15356
10/28/2016 19:6:9;23232;62258;27382;15633
10/28/2016 19:21:9;22824;64876;27063;15891
10/28/2016 19:36:9;22393;67838;26818;16181
10/28/2016 19:51:9;21891;71081;26426;16435
10/28/2016 20:6:9;21509;73305;26085;16552
10/28/2016 20:21:9;21032;75895;25744;16639
10/28/2016 20:36:9;20627;77992;25453;16675
10/28/2016 20:51:9;20198;79808;25428;16621
10/28/2016 21:6:9;19841;81273;25501;16560
10/28/2016 21:21:9;19555;82705;26304;16556
10/28/2016 21:36:9;19270;83817;27284;16487
10/28/2016 21:51:9;19032;85049;28816;16483
10/28/2016 22:6:9;18794;86045;30268;16433
10/28/2016 22:21:9;18604;87016;31740;16422
10/28/2016 22:36:9;18628;87238;31663;16485
10/28/2016 22:51:9;18461;87006;30874;16280
10/28/2016 23:6:9;18081;87251;31255;15949
10/28/2016 23:21:9;18200;87518;31893;16114
10/28/2016 23:36:9;18081;86675;30167;15846
10/28/2016 23:51:9;18081;86699;30469;15850
10/29/2016 00:6:9;18033;86615;30621;15788
10/29/2016 00:21:9;17915;86948;31433;15731
10/29/2016 00:36:9;17938;87241;31996;15807
10/29/2016 00:51:9;17986;87324;31128;15869
10/29/2016 01:6:9;18057;86669;30748;15821
10/29/2016 01:21:9;18200;86389;29865;15911
10/29/2016 01:36:9;18081;86458;30293;15806
10/29/2016 01:51:9;18200;86607;30672;15950
10/29/2016 02:6:9;18200;86317;30142;15898
10/29/2016 02:21:9;18129;85816;28816;15736
10/29/2016 02:36:9;18081;85974;29615;15719
10/29/2016 02:51:9;18081;86313;29966;15780
10/29/2016 03:6:9;18010;86127;28891;15676
10/29/2016 03:21:9;17938;86785;31179;15725
10/29/2016 03:36:9;17938;87169;31306;15794
10/29/2016 03:51:9;17915;86972;30697;15735
10/29/2016 04:6:9;18010;87162;31153;15863
10/29/2016 04:21:9;17938;87313;31484;15820
10/29/2016 04:36:9;17748;88123;32742;15777
10/29/2016 04:51:9;17891;88300;32794;15949
10/29/2016 05:6:9;17915;88069;32820;15932
10/29/2016 05:21:9;17796;88277;32949;15851
10/29/2016 05:36:9;17891;88536;33313;15991
10/29/2016 05:51:9;18200;88351;32949;16263
10/29/2016 06:6:9;18771;86621;31637;16514
10/29/2016 06:21:9;19032;85539;28171;16573
10/29/2016 06:36:9;19508;83622;26622;16683
10/29/2016 06:51:9;21413;77175;25137;17272
10/29/2016 07:6:9;21700;75004;24677;17098
10/29/2016 07:21:9;23256;69276;27087;17337
10/29/2016 07:36:9;23617;67277;27554;17217
10/29/2016 07:51:9;24195;64842;27924;17183
10/29/2016 08:6:9;25113;61239;28419;17146
10/29/2016 08:21:9;26134;57172;29090;17016
10/29/2016 08:36:9;26744;56264;29439;17332
10/29/2016 08:51:9;27702;51929;30066;16951
10/29/2016 09:6:9;27875;51082;30192;16851
10/29/2016 09:21:9;28345;50106;30495;16978
10/29/2016 09:36:9;28916;48775;30900;17075
10/29/2016 09:51:9;29615;46715;31357;17030
10/29/2016 10:6:9;30243;43436;31714;16451
10/29/2016 10:21:9;30571;41774;31816;16132
10/29/2016 10:36:9;31052;39869;32227;15831
10/29/2016 10:51:9;31586;37807;32587;15475
10/29/2016 11:6:9;32639;35380;33417;15367
10/29/2016 11:21:9;32872;36671;33521;16133
10/29/2016 11:36:9;33365;35730;33704;16158
10/29/2016 11:51:9;33313;34448;33678;15541
10/29/2016 12:6:9;34440;32760;34466;15737
10/29/2016 12:21:9;34519;31144;34413;15016
10/29/2016 12:36:9;34572;29513;34360;14227
10/29/2016 12:51:9;35448;29947;35022;15206
10/29/2016 13:6:9;34836;29023;34572;14195
10/29/2016 13:21:9;35395;29359;34995;14852
10/29/2016 13:36:9;34624;29882;34492;14465
10/29/2016 13:51:9;33704;30063;33992;13767
10/29/2016 14:6:9;34995;29364;34810;14512
10/29/2016 14:21:9;35931;25862;35448;13348
10/29/2016 14:36:9;35797;24662;35182;12508
10/29/2016 14:51:9;34889;26381;34757;12773
10/29/2016 15:6:9;34730;29453;34624;14332
10/29/2016 15:21:9;31408;38868;32433;15749
10/29/2016 15:36:9;31970;37845;32846;15830
10/29/2016 15:51:9;29740;42127;31433;15519
10/29/2016 16:6:9;29941;43267;31510;16118
10/29/2016 16:21:9;28941;45771;30824;16096
10/29/2016 16:36:9;28916;46897;30773;16456
10/29/2016 16:51:9;28295;49579;30495;16765
10/29/2016 17:6:9;27382;52175;29790;16731
10/29/2016 17:21:9;26720;54312;29365;16751
10/29/2016 17:36:9;26182;57241;29040;17081
10/29/2016 17:51:9;25671;60114;28816;17377
10/29/2016 18:6:9;25113;64406;28369;17946
10/29/2016 18:21:9;24388;69309;28072;18426
10/29/2016 18:36:9;23617;73877;27382;18707
10/29/2016 18:51:9;23064;76250;27087;18680
10/29/2016 19:6:9;22657;77962;27014;18640
10/29/2016 19:21:9;22082;80444;27259;18583
10/29/2016 19:36:9;21843;81169;27308;18493
10/29/2016 19:51:9;21891;80740;27087;18455
10/29/2016 20:6:9;21819;80387;26842;18315
10/29/2016 20:21:9;21127;82802;28245;18112
10/29/2016 20:36:9;20913;83613;28692;18057
10/29/2016 20:51:9;20746;83676;28866;17906
10/29/2016 21:6:9;20365;84115;29090;17615
10/29/2016 21:21:9;20293;84199;28990;17561
10/29/2016 21:36:9;19936;85134;30394;17386
10/29/2016 21:51:9;19865;85659;31077;17413
10/29/2016 22:6:9;19746;85950;31561;17350
10/29/2016 22:21:9;19603;86087;31484;17235
10/29/2016 22:36:9;19460;86468;31842;17165
10/29/2016 22:51:9;19222;87114;32613;17048
10/29/2016 23:6:9;19270;87439;33287;17154
10/29/2016 23:21:9;19294;87107;32510;17117
10/29/2016 23:36:9;19318;86895;32433;17102
10/29/2016 23:51:9;19603;85230;28990;17077
10/30/2016 00:6:9;19770;84453;28245;17095
10/30/2016 00:21:9;19984;82725;26622;16979
10/30/2016 00:36:9;20031;82179;26646;16921
10/30/2016 00:51:9;19936;83067;27063;16997
10/30/2016 01:6:9;19960;82896;27136;16988
10/30/2016 01:21:9;19984;82220;26475;16882
10/30/2016 01:36:9;19627;84296;28345;16926
10/30/2016 01:51:9;19579;84682;28642;16952
10/30/2016 02:6:9;19365;84929;28941;16787
10/30/2016 02:21:9;19341;85218;29115;16818
10/30/2016 02:36:9;19413;85774;30318;16991
10/30/2016 02:51:9;19199;85969;30369;16816
10/30/2016 03:6:9;19032;86027;30697;16663
10/30/2016 03:21:9;18889;86479;31408;16605
10/30/2016 03:36:9;18842;86613;31204;16583
10/30/2016 03:51:9;18699;86725;31510;16463
10/30/2016 04:6:9;18557;86353;30318;16255
10/30/2016 04:21:9;18461;86427;30318;16175
10/30/2016 04:36:9;18271;86888;31791;16071
10/30/2016 04:51:9;18176;87513;32381;16090
10/30/2016 05:6:9;18105;87424;31128;16004
10/30/2016 05:21:9;18794;84502;28122;16148
10/30/2016 05:36:9;18818;84112;26965;16099
10/30/2016 05:51:9;19508;81480;25647;16275
10/30/2016 06:6:9;20150;77128;24823;16038
10/30/2016 06:21:9;21032;73048;24798;16038
10/30/2016 06:36:9;21795;70448;26109;16203
10/30/2016 06:51:9;22896;64976;27136;15984
10/30/2016 07:6:9;22082;68411;26524;16016
10/30/2016 07:21:9;22776;68506;26867;16701
10/30/2016 07:36:9;23448;65944;27431;16741
10/30/2016 07:51:9;23617;64980;27604;16668
10/30/2016 08:6:9;23112;67074;27136;16689
10/30/2016 08:21:9;23954;65037;27801;17002
10/30/2016 08:36:9;25428;61560;28717;17526
10/30/2016 08:51:9;25234;60563;28642;17085
10/30/2016 09:6:9;27014;57612;29740;17960
10/30/2016 09:21:9;27038;55491;29765;17387
10/30/2016 09:36:9;27358;53703;29840;17164
10/30/2016 09:51:9;27136;54244;29840;17118
10/30/2016 10:6:9;27186;54819;29840;17330
10/30/2016 10:21:9;27087;53857;29615;16959
10/30/2016 10:36:9;27382;52559;29916;16846
10/30/2016 10:51:9;28891;48049;31026;16815
10/30/2016 11:6:9;28742;48655;30824;16877
10/30/2016 11:21:9;29414;47155;31103;16996
10/30/2016 11:36:9;29015;47900;31077;16880
10/30/2016 11:51:9;30520;44008;31919;16907
10/30/2016 12:6:9;30192;45114;31765;17003
10/30/2016 12:21:9;30091;44431;31689;16671
10/30/2016 12:36:9;28717;46774;30748;16233
10/30/2016 12:51:9;30697;42537;32073;16530
10/30/2016 13:6:9;31842;40123;32742;16635
10/30/2016 13:21:9;30142;44336;31663;16683
10/30/2016 13:36:9;29115;46390;31128;16466
10/30/2016 13:51:9;31255;41505;32330;16644
10/30/2016 14:6:9;31791;39980;32665;16533
10/30/2016 14:21:9;29315;45281;31255;16266
10/30/2016 14:36:9;29414;44354;31382;16032
10/30/2016 14:51:9;31103;39978;32201;15919
10/30/2016 15:6:9;28419;46241;30571;15783
10/30/2016 15:21:9;30697;41480;32021;16135
10/30/2016 15:36:9;30041;43684;31637;16359
10/30/2016 15:51:9;29615;43636;31255;15957
10/30/2016 16:6:9;28196;46115;30444;15538
10/30/2016 16:21:9;27481;47810;29865;15450
10/30/2016 16:36:9;26549;50135;29290;15338
10/30/2016 16:51:9;25234;53317;28568;15085
10/30/2016 17:6:9;24557;55887;28048;15189
10/30/2016 17:21:9;23593;59490;27579;15262
10/30/2016 17:36:9;22992;62487;27112;15464
10/30/2016 17:51:9;22513;64998;27038;15625
10/30/2016 18:6:9;22106;68699;26793;16105
10/30/2016 18:21:9;21628;69490;26256;15828
10/30/2016 18:36:9;21270;70966;26036;15814
10/30/2016 18:51:9;20960;71962;25914;15734
10/30/2016 19:6:9;20650;74147;25623;15904
10/30/2016 19:21:9;20269;76410;25307;16007
10/30/2016 19:36:9;19984;78147;25162;16082
10/30/2016 19:51:9;19746;80098;25477;16238
10/30/2016 20:6:9;19532;81638;25914;16328
10/30/2016 20:21:9;19341;81164;25501;16051
10/30/2016 20:36:9;19127;81676;25671;15941
10/30/2016 20:51:9;18985;82377;26085;15935
10/30/2016 21:6:9;18842;83272;26720;15965
10/30/2016 21:21:9;18747;83996;27579;16007
10/30/2016 21:36:9;18580;84305;27924;15902
10/30/2016 21:51:9;18414;85053;29090;15877
10/30/2016 22:6:9;18224;85838;29765;15834
10/30/2016 22:21:9;18129;86155;29865;15798
10/30/2016 22:36:9;18200;85346;28444;15721
10/30/2016 22:51:9;18200;84906;28295;15640
10/30/2016 23:6:9;18081;85025;28345;15545
10/30/2016 23:21:9;18010;85277;28518;15521
10/30/2016 23:36:9;18010;85521;28791;15566
10/30/2016 23:51:9;17962;85777;29640;15566
10/31/2016 00:6:9;18081;86313;30419;15780
10/31/2016 00:21:9;18200;86123;30041;15863
10/31/2016 00:36:9;18081;85562;29315;15643
10/31/2016 00:51:9;18010;86441;30495;15733
10/31/2016 01:6:9;18152;85821;29215;15761
10/31/2016 01:21:9;18247;85625;29265;15818
10/31/2016 01:36:9;18057;85605;29265;15628
10/31/2016 01:51:9;17938;86593;30976;15690
10/31/2016 02:6:9;18057;87006;31382;15882
10/31/2016 02:21:9;17772;87321;31637;15657
10/31/2016 02:36:9;18129;87406;31128;16024
10/31/2016 02:51:9;18438;85840;29590;16044
10/31/2016 03:6:9;18390;85072;28048;15857
10/31/2016 03:21:9;18438;84420;27530;15783
10/31/2016 03:36:9;18461;85064;28593;15926
10/31/2016 03:51:9;18533;85764;29790;16124
10/31/2016 04:6:9;18557;86207;30394;16228
10/31/2016 04:21:9;18652;86181;30444;16317
10/31/2016 04:36:9;18723;86076;30293;16368
10/31/2016 04:51:9;18818;86050;30343;16457
10/31/2016 05:6:9;18699;86338;30925;16393
10/31/2016 05:21:9;18699;86459;31052;16415
10/31/2016 05:36:9;19056;85471;29414;16584
10/31/2016 05:51:9;19555;83683;27136;16741
10/31/2016 06:6:9;20007;81615;26304;16789
10/31/2016 06:21:9;20269;80828;26134;16891
10/31/2016 06:36:9;21533;76130;25623;17172
10/31/2016 06:51:9;21318;75307;25307;16793
10/31/2016 07:6:9;22154;73731;25720;17265
10/31/2016 07:21:9;23304;68886;27235;17293
10/31/2016 07:36:9;23809;65393;27702;16951
10/31/2016 07:51:9;24122;64948;27899;17140
10/31/2016 08:6:9;24944;59758;28345;16600
10/31/2016 08:21:9;23930;62520;27875;16357
10/31/2016 08:36:9;24581;61697;28196;16762
10/31/2016 08:51:9;25453;55235;28692;15840
10/31/2016 09:6:9;26549;53592;29464;16383
10/31/2016 09:21:9;25283;55929;28667;15877
10/31/2016 09:36:9;25939;53572;29040;15812
10/31/2016 09:51:9;26916;51407;29590;16068
10/31/2016 10:6:9;28072;46465;30495;15544
10/31/2016 10:21:9;26720;49574;29439;15320
10/31/2016 10:36:9;28568;46524;30849;16014
10/31/2016 10:51:9;29865;40673;31535;15084
10/31/2016 11:6:9;28072;44536;30444;14883
10/31/2016 11:21:9;29490;43015;31408;15620
10/31/2016 11:36:9;29464;40289;31230;14578
10/31/2016 11:51:9;29966;39344;31637;14657
10/31/2016 12:6:9;31816;36886;32846;15294
10/31/2016 12:21:9;31408;34524;32562;13909
10/31/2016 12:36:9;31306;36802;32665;14808
10/31/2016 12:51:9;31919;35207;32846;14659
10/31/2016 13:6:9;31535;35912;32587;14630
10/31/2016 13:21:9;31714;36139;32768;14885
10/31/2016 13:36:9;31255;37566;32458;15082
10/31/2016 13:51:9;32717;34323;33469;14963
10/31/2016 14:6:9;31637;36132;32510;14815
10/31/2016 14:21:9;31612;37531;32717;15383
10/31/2016 14:36:9;30167;39261;31689;14803
10/31/2016 14:51:9;29240;41154;31255;14707
10/31/2016 15:6:9;30900;38713;32098;15236
10/31/2016 15:21:9;30167;40602;31689;15326
10/31/2016 15:36:9;29565;41257;31484;15036
10/31/2016 15:51:9;28866;42066;31001;14712
10/31/2016 16:6:9;29389;40828;31230;14718
10/31/2016 16:21:9;28072;44402;30444;14836
10/31/2016 16:36:9;26671;47973;29439;14764
10/31/2016 16:51:9;26891;47967;29665;14963
10/31/2016 17:6:9;25890;52486;29040;15447
10/31/2016 17:21:9;24847;58828;28394;16263
10/31/2016 17:36:9;23978;65070;27875;17033
10/31/2016 17:51:9;23328;68290;27407;17178
10/31/2016 18:6:9;22848;69938;27087;17097
10/31/2016 18:21:9;22609;71690;27038;17258
10/31/2016 18:36:9;22274;72487;26695;17111
10/31/2016 18:51:9;22011;73785;26280;17139
10/31/2016 19:6:9;21604;75364;26012;17082
10/31/2016 19:21:9;21175;76966;25914;16998
10/31/2016 19:36:9;20841;78010;25695;16887
10/31/2016 19:51:9;20507;78571;25647;16676
10/31/2016 20:6:9;20174;78684;25283;16375
10/31/2016 20:21:9;19912;79617;25380;16305
10/31/2016 20:36:9;19579;81165;25574;16283
10/31/2016 20:51:9;19270;82264;26085;16193
10/31/2016 21:6:9;19103;82956;26256;16161
10/31/2016 21:21:9;19008;82634;26012;16007
10/31/2016 21:36:9;18842;83322;26622;15974
10/31/2016 21:51:9;18747;84071;27358;16021
10/31/2016 22:6:9;18723;84732;27924;16121
10/31/2016 22:21:9;18794;84674;27801;16180
10/31/2016 22:36:9;18628;84956;28171;16069
10/31/2016 22:51:9;18604;85708;29165;16184
10/31/2016 23:6:9;18414;85688;28965;15993
10/31/2016 23:21:9;18247;86013;29740;15889
10/31/2016 23:36:9;18390;86265;30016;16075
10/31/2016 23:51:9;18438;86228;29740;16115
11/01/2016 00:6:9;18461;85650;29015;16033
11/01/2016 00:21:9;18533;84884;27727;15962
11/01/2016 00:36:9;18628;84266;27579;15941
11/01/2016 00:51:9;18628;84808;28072;16042
11/01/2016 01:6:9;18580;84280;27186;15897
11/01/2016 01:21:9;18461;84376;27333;15798
11/01/2016 01:36:9;18224;85205;28270;15718
11/01/2016 01:51:9;18129;85840;29265;15741
11/01/2016 02:6:9;18033;85939;29540;15665
11/01/2016 02:21:9;18081;86047;29290;15732
11/01/2016 02:36:9;18152;85603;29065;15721
11/01/2016 02:51:9;18010;86030;29464;15659
11/01/2016 03:6:9;18010;86224;29941;15694
11/01/2016 03:21:9;18033;85915;29165;15661
11/01/2016 03:36:9;17891;85760;29065;15493
11/01/2016 03:51:9;17701;86633;30167;15464
11/01/2016 04:6:9;17843;86185;29590;15523
11/01/2016 04:21:9;17891;86123;29414;15559
11/01/2016 04:36:9;17891;86437;30091;15615
11/01/2016 04:51:9;17701;86729;30343;15481
11/01/2016 05:6:9;17748;86932;30849;15564
11/01/2016 05:21:9;18081;85756;29115;15679
11/01/2016 05:36:9;18176;86505;30318;15908
11/01/2016 05:51:9;18747;84491;27875;16100
11/01/2016 06:6:9;18842;84661;28245;16224
11/01/2016 06:21:9;19817;82612;26744;16794
11/01/2016 06:36:9;20365;77753;25550;16373
11/01/2016 06:51:9;21652;74207;25283;16883
11/01/2016 07:6:9;21294;74626;25234;16626
11/01/2016 07:21:9;22154;72382;25744;16973
11/01/2016 07:36:9;22274;70873;26353;16756
11/01/2016 07:51:9;23232;66546;27358;16678
11/01/2016 08:6:9;24171;63184;28023;16751
11/01/2016 08:21:9;24074;63790;27875;16810
11/01/2016 08:36:9;24243;60257;28023;16073
11/01/2016 08:51:9;24171;60367;28023;16033
11/01/2016 09:6:9;24653;59592;28394;16284
11/01/2016 09:21:9;24968;57125;28543;15915
11/01/2016 09:36:9;25744;53038;28891;15475
11/01/2016 09:51:9;26012;54024;29165;16012
11/01/2016 10:6:9;26134;51753;29165;15452
11/01/2016 10:21:9;27850;46769;30419;15443
11/01/2016 10:36:9;27431;48459;30066;15616
11/01/2016 10:51:9;27702;46553;30117;15236
11/01/2016 11:6:9;27014;48374;29865;15207
11/01/2016 11:21:9;28543;45024;30849;15479
11/01/2016 11:36:9;27284;47261;29916;15091
11/01/2016 11:51:9;27530;46367;30142;15017
11/01/2016 12:6:9;29215;42239;31179;15089
11/01/2016 12:21:9;29165;41759;31179;14866
11/01/2016 12:36:9;29615;40339;31357;14731
11/01/2016 12:51:9;29240;41597;31179;14873
11/01/2016 13:6:9;30268;38649;31765;14649
11/01/2016 13:21:9;28891;41185;31103;14406
11/01/2016 13:36:9;30243;39545;31765;14982
11/01/2016 13:51:9;28493;42398;30798;14499
11/01/2016 14:6:9;29665;39761;31433;14552
11/01/2016 14:21:9;30293;37820;31919;14335
11/01/2016 14:36:9;27825;44908;30217;14789
11/01/2016 14:51:9;30293;40615;31765;15444
11/01/2016 15:6:9;32021;35675;33001;14954
11/01/2016 15:21:9;29640;41060;31459;15029
11/01/2016 15:36:9;31204;36792;32407;14714
11/01/2016 15:51:9;29215;40160;31153;14306
11/01/2016 16:6:9;30343;40174;31996;15318
11/01/2016 16:21:9;28990;41944;31179;14778
11/01/2016 16:36:9;27924;46579;30192;15447
11/01/2016 16:51:9;26573;49264;29365;15087
11/01/2016 17:6:9;25113;53805;28568;15115
11/01/2016 17:21:9;23833;55845;27850;14504
11/01/2016 17:36:9;23208;60879;27456;15260
11/01/2016 17:51:9;22800;63610;27161;15560
11/01/2016 18:6:9;22226;68777;26793;16237
11/01/2016 18:21:9;21700;72875;26769;16643
11/01/2016 18:36:9;21032;75331;25793;16521
11/01/2016 18:51:9;20627;77279;25380;16531
11/01/2016 19:6:9;20365;79168;25695;16657
11/01/2016 19:21:9;20293;78002;25380;16353
11/01/2016 19:36:9;19793;79255;25331;16118
11/01/2016 19:51:9;19413;80155;25137;15925
11/01/2016 20:6:9;19151;80663;25089;15768
11/01/2016 20:21:9;18985;80780;25089;15629
11/01/2016 20:36:9;18771;81395;25089;15538
11/01/2016 20:51:9;18533;82653;25477;15546
11/01/2016 21:6:9;18390;83816;26207;15624
11/01/2016 21:21:9;18247;84475;26646;15607
11/01/2016 21:36:9;18010;85326;27161;15530
11/01/2016 21:51:9;17819;85937;27702;15455
11/01/2016 22:6:9;17701;86489;28667;15438
11/01/2016 22:21:9;17605;86802;29015;15400
11/01/2016 22:36:9;17510;87162;29615;15371
11/01/2016 22:51:9;17510;87019;29590;15346
11/01/2016 23:6:9;17534;86977;29215;15362
11/01/2016 23:21:9;17510;87639;29815;15456
11/01/2016 23:36:9;17558;87888;30293;15548
11/01/2016 23:51:9;17463;88054;30343;15483
11/02/2016 00:6:9;17629;88378;30824;15705
11/02/2016 00:21:9;17582;88036;30394;15597
11/02/2016 00:36:9;17486;88155;30419;15525
11/02/2016 00:51:9;17534;88638;30722;15657
11/02/2016 01:6:9;17439;88662;30243;15567
11/02/2016 01:21:9;17391;88932;30444;15568
11/02/2016 01:36:9;17320;88821;30318;15478
11/02/2016 01:51:9;17201;88510;30142;15306
11/02/2016 02:6:9;17486;88438;30369;15575
11/02/2016 02:21:9;17724;87690;30066;15677
11/02/2016 02:36:9;17724;87524;30066;15647
11/02/2016 02:51:9;17605;87686;30016;15559
11/02/2016 03:6:9;17605;87733;30142;15567
11/02/2016 03:21:9;17748;87601;30217;15684
11/02/2016 03:36:9;17867;86792;29315;15656
11/02/2016 03:51:9;17986;85758;27974;15586
11/02/2016 04:6:9;17962;85583;27825;15530
11/02/2016 04:21:9;17938;86062;28419;15594
11/02/2016 04:36:9;18057;86283;28766;15751
11/02/2016 04:51:9;18081;86458;29190;15806
11/02/2016 05:6:9;18176;86311;29165;15873
11/02/2016 05:21:9;18842;84290;27751;16156
11/02/2016 05:36:9;20365;77911;25817;16405
11/02/2016 05:51:9;21461;74469;25428;16754
11/02/2016 06:6:9;20865;76610;25380;16625
11/02/2016 06:21:9;21223;73905;25162;16405
11/02/2016 06:36:9;22298;70793;25914;16761
11/02/2016 06:51:9;22393;69601;26500;16585
11/02/2016 07:6:9;23521;65081;27653;16601
11/02/2016 07:21:9;22800;66962;27186;16365
11/02/2016 07:36:9;22082;70810;26524;16558
11/02/2016 07:51:9;22657;67627;27038;16384
11/02/2016 08:6:9;23737;61323;27825;15872
11/02/2016 08:21:9;24605;58731;28245;16010
11/02/2016 08:36:9;26769;51645;29615;16005
11/02/2016 08:51:9;26207;51890;29265;15561
11/02/2016 09:6:9;26036;52856;29040;15692
11/02/2016 09:21:9;26134;51432;29040;15355
11/02/2016 09:36:9;27063;48315;29941;15233
11/02/2016 09:51:9;28394;43432;30950;14784
11/02/2016 10:6:9;29165;41009;31281;14585
11/02/2016 10:21:9;30091;38632;31612;14485
11/02/2016 10:36:9;30394;38350;31944;14640
11/02/2016 10:51:9;30545;38573;32175;14865
