data_vaca;tbs;ur;tgn;tpo
10/26/16 12h44min7s;18.485;82.419;18.271;15.392
10/26/16 12h59min7s;18.366;82.309;17.891;15.257
10/26/16 01h14min7s;18.295;82.321;17.891;15.189
10/26/16 01h29min7s;18.319;82.437;18.081;15.232
10/26/16 01h44min7s;18.295;82.460;17.962;15.213
10/26/16 01h59min7s;18.176;82.517;17.748;15.106
10/26/16 02h14min7s;18.200;82.577;17.891;15.140
10/26/16 02h29min7s;18.152;82.594;17.796;15.096
10/26/16 02h44min7s;18.105;82.639;17.605;15.057
10/26/16 02h59min7s;18.057;82.795;17.463;15.037
10/26/16 03h14min7s;17.915;82.956;17.296;14.924
10/26/16 03h29min7s;17.819;83.018;17.153;14.841
10/26/16 03h44min7s;17.891;83.061;17.439;14.919
10/26/16 03h59min7s;17.962;83.077;17.510;14.992
10/26/16 04h14min7s;17.962;83.050;17.558;14.987
10/26/16 04h29min7s;18.033;83.093;17.605;15.064
10/26/16 04h44min7s;18.129;83.170;17.819;15.171
10/26/16 04h59min7s;18.224;83.191;17.891;15.268
10/26/16 05h14min7s;18.247;83.224;17.938;15.297
10/26/16 05h29min7s;18.390;83.173;18.295;15.428
10/26/16 05h44min7s;18.438;83.128;18.414;15.467
10/26/16 05h59min7s;18.604;83.055;18.889;15.618
10/26/16 06h14min7s;19.008;82.951;20.293;15.998
10/26/16 06h29min7s;19.627;82.198;22.154;16.474
10/26/16 06h44min7s;20.698;80.553;25.307;17.231
10/26/16 06h59min7s;21.390;76.889;;17.226
10/26/16 07h14min7s;21.939;75.099;;17.413
10/26/16 07h29min7s;22.369;73.384;;17.488
10/26/16 07h44min7s;23.280;70.326;;17.732
10/26/16 07h59min7s;24.291;65.998;;17.743
10/26/16 08h14min7s;24.315;65.791;;17.719
10/26/16 08h29min7s;24.677;63.398;;17.501
10/26/16 08h44min7s;24.871;62.209;;17.397
10/26/16 08h59min7s;26.012;59.465;;17.784
10/26/16 09h14min7s;26.720;58.330;;18.152
10/26/16 09h29min7s;27.210;56.212;;18.039
10/26/16 09h44min7s;27.998;53.766;;18.081
10/26/16 09h59min7s;28.692;50.794;;17.835
10/26/16 10h14min7s;29.090;49.364;;17.753
10/26/16 10h29min7s;29.414;48.564;;17.795
10/26/16 10h44min7s;29.991;44.917;;17.092
10/26/16 10h59min7s;30.596;45.677;;17.905
10/26/16 11h14min7s;31.153;41.547;;16.908
10/26/16 11h29min7s;31.637;39.731;;16.632
10/26/16 11h44min7s;31.816;40.351;;17.038
10/26/16 11h59min7s;32.098;40.582;;17.381
10/26/16 12h14min7s;32.381;39.641;;17.259
10/26/16 12h29min7s;32.536;38.413;;16.895
10/26/16 12h44min7s;32.639;37.243;;16.493
10/26/16 12h59min7s;32.562;36.897;;16.276
10/26/16 01h14min7s;33.209;37.535;;17.122
10/26/16 01h29min7s;32.975;36.971;;16.673
10/26/16 01h44min7s;33.183;38.276;;17.412
10/26/16 01h59min7s;32.820;36.888;;16.500
10/26/16 02h14min7s;32.613;36.327;;16.073
10/26/16 02h29min7s;33.365;35.856;;16.527
10/26/16 02h44min7s;33.495;36.751;;17.037
10/26/16 02h59min7s;32.175;37.096;;16.020
10/26/16 03h14min7s;31.128;38.740;;15.779
10/26/16 03h29min7s;32.175;37.096;;16.020
10/26/16 03h44min7s;32.227;37.641;;16.298
10/26/16 03h59min7s;31.868;38.144;;16.190
10/26/16 04h14min7s;31.179;38.343;;15.662
10/26/16 04h29min7s;29.464;39.371;;14.552
10/26/16 04h44min7s;28.369;41.541;;14.407
10/26/16 04h59min7s;27.702;43.013;;14.346
10/26/16 05h14min7s;26.158;46.896;;14.275
10/26/16 05h29min7s;24.895;52.258;;14.767
10/26/16 05h44min7s;24.146;55.857;;15.081
10/26/16 05h59min7s;23.593;58.442;;15.246
10/26/16 06h14min7s;23.040;60.354;;15.210
10/26/16 06h29min7s;22.417;62.052;;15.037
10/26/16 06h44min7s;21.963;63.732;;15.004
10/26/16 06h59min7s;21.557;65.196;;14.954
10/26/16 07h14min7s;21.199;66.418;;14.888
10/26/16 07h29min7s;20.817;67.687;;14.802
10/26/16 07h44min7s;20.460;68.863;;14.712
10/26/16 07h59min7s;20.150;70.215;;14.699
10/26/16 08h14min7s;19.841;71.296;;14.624
10/26/16 08h29min7s;19.627;73.025;;14.765
10/26/16 08h44min7s;19.389;74.334;;14.792
10/26/16 08h59min7s;19.151;75.462;;14.779
10/26/16 09h14min7s;18.889;76.805;;14.779
10/26/16 09h29min7s;18.628;77.574;;14.667
10/26/16 09h44min7s;18.414;78.235;;14.580
10/26/16 09h59min7s;18.247;78.482;;14.463
10/26/16 10h14min7s;18.105;78.621;;14.349
10/26/16 10h29min7s;17.986;78.737;;14.254
10/26/16 10h44min7s;17.891;79.166;;14.238
10/26/16 10h59min7s;17.772;79.393;;14.163
10/26/16 11h14min7s;17.653;79.675;;14.097
10/26/16 11h29min7s;17.605;79.805;;14.073
10/26/16 11h44min7s;17.582;79.995;;14.084
10/26/16 11h59min7s;17.463;80.360;;14.032
10/27/16 12h14min7s;17.534;80.459;;14.119
10/27/16 12h29min7s;17.296;80.519;;13.897
10/27/16 12h44min7s;17.153;80.905;;13.825
10/27/16 12h59min7s;17.011;81.290;;13.752
10/27/16 01h14min7s;17.106;81.449;;13.872
10/27/16 01h29min7s;17.153;81.487;;13.926
10/27/16 01h44min7s;17.106;81.338;;13.853
10/27/16 01h59min7s;17.201;81.221;;13.926
10/27/16 02h14min7s;17.201;81.359;;13.950
10/27/16 02h29min7s;17.249;81.619;;14.042
10/27/16 02h44min7s;17.106;81.726;;13.920
10/27/16 02h59min7s;17.130;81.870;;13.968
10/27/16 03h14min7s;17.177;81.825;;14.007
10/27/16 03h29min7s;17.130;81.842;;13.963
10/27/16 03h44min7s;17.034;81.932;;13.885
10/27/16 03h59min7s;16.987;81.976;;13.846
10/27/16 04h14min7s;17.082;82.136;;13.967
10/27/16 04h29min7s;17.249;82.255;;14.151
10/27/16 04h44min7s;17.415;82.237;;14.311
10/27/16 04h59min7s;17.391;82.204;;14.282
10/27/16 05h14min7s;17.391;82.232;;14.287
10/27/16 05h29min7s;17.629;82.257;;14.525
10/27/16 05h44min7s;17.891;82.232;;14.777
10/27/16 05h59min7s;18.271;82.177;;15.141
10/27/16 06h14min7s;18.794;81.931;;15.611
10/27/16 06h29min7s;19.199;81.463;;15.925
10/27/16 06h44min7s;19.532;80.864;;16.146
10/27/16 06h59min7s;19.888;79.929;;16.327
10/27/16 07h14min7s;20.674;78.169;;16.771
10/27/16 07h29min7s;20.698;76.977;;16.570
10/27/16 07h44min7s;21.079;76.424;;16.836
10/27/16 07h59min7s;22.705;72.161;;17.562
10/27/16 08h14min7s;23.809;65.523;;17.175
10/27/16 08h29min7s;24.581;60.690;;16.747
10/27/16 08h44min7s;25.380;58.685;;16.987
10/27/16 08h59min7s;25.866;53.941;;16.151
10/27/16 09h14min7s;26.573;53.059;;16.554
10/27/16 09h29min7s;27.259;50.412;;16.398
10/27/16 09h44min7s;27.924;47.988;;16.244
10/27/16 09h59min7s;28.369;47.396;;16.458
10/27/16 10h14min7s;28.791;45.756;;16.293
10/27/16 10h29min7s;29.464;44.888;;16.604
10/27/16 10h44min7s;29.815;44.075;;16.635
10/27/16 10h59min7s;30.495;44.582;;17.430
10/27/16 11h14min7s;30.419;42.329;;16.543
10/27/16 11h29min7s;30.672;42.688;;16.904
10/27/16 11h44min7s;31.103;41.874;;16.987
10/27/16 11h59min7s;30.117;41.964;36.389;16.135
10/27/16 12h14min7s;31.816;40.685;;17.169
10/27/16 12h29min7s;30.672;41.494;;16.456
10/27/16 12h44min7s;30.748;41.835;;16.653
10/27/16 12h59min7s;31.179;40.617;;16.573
10/27/16 01h14min7s;32.150;39.885;;17.151
10/27/16 01h29min7s;32.253;38.788;;16.798
10/27/16 01h44min7s;31.944;38.958;;16.594
10/27/16 01h59min7s;31.663;39.030;;16.373
10/27/16 02h14min7s;32.150;38.509;;16.592
10/27/16 02h29min7s;32.201;37.571;;16.245
10/27/16 02h44min7s;32.433;37.729;;16.517
10/27/16 02h59min7s;32.484;37.363;;16.407
10/27/16 03h14min7s;31.868;37.538;;15.936
10/27/16 03h29min7s;32.073;40.044;;17.145
10/27/16 03h44min7s;31.893;37.877;;16.102
10/27/16 03h59min7s;30.041;41.625;;15.940
10/27/16 04h14min7s;30.167;40.643;;15.677
10/27/16 04h29min7s;29.966;41.550;;15.844
10/27/16 04h44min7s;29.290;42.929;;15.747
10/27/16 04h59min7s;28.147;44.700;;15.344
10/27/16 05h14min7s;26.598;47.370;;14.831
10/27/16 05h29min7s;25.574;49.360;;14.524
10/27/16 05h44min7s;24.895;51.720;;14.610
10/27/16 05h59min7s;24.412;52.886;;14.501
10/27/16 06h14min7s;23.857;56.282;30.545;14.926
10/27/16 06h29min7s;23.424;58.539;35.102;15.113
10/27/16 06h44min7s;23.016;61.511;43.768;15.472
10/27/16 06h59min7s;22.585;63.293;34.045;15.491
10/27/16 07h14min7s;22.154;65.299;38.421;15.547
10/27/16 07h29min7s;21.676;66.412;42.803;15.342
10/27/16 07h44min7s;21.199;66.627;42.475;14.934
10/27/16 07h59min7s;20.793;68.245;40.487;14.899
10/27/16 08h14min7s;20.460;70.361;41.473;15.027
10/27/16 08h29min7s;20.150;71.792;41.443;15.023
10/27/16 08h44min7s;19.865;72.608;39.008;14.912
10/27/16 08h59min7s;19.627;73.574;40.717;14.874
10/27/16 09h14min7s;19.341;74.755;40.833;14.828
10/27/16 09h29min7s;19.103;76.536;40.804;14.937
10/27/16 09h44min7s;18.842;77.561;39.008;14.873
10/27/16 09h59min7s;18.628;78.365;39.715;14.813
10/27/16 10h14min7s;18.533;79.077;38.756;14.849
10/27/16 10h29min7s;18.414;79.502;40.057;14.809
10/27/16 10h44min7s;18.271;80.032;;14.765
10/27/16 10h59min7s;18.247;80.334;43.073;14.795
10/27/16 11h14min7s;18.176;80.570;17.772;14.767
10/27/16 11h29min7s;18.033;80.595;17.772;14.632
10/27/16 11h44min7s;17.986;80.919;17.677;14.642
10/27/16 11h59min7s;17.962;81.053;;14.642
10/28/16 12h14min7s;17.915;81.293;;14.638
10/28/16 12h29min7s;17.915;81.488;21.127;14.672
10/28/16 12h44min7s;17.891;81.538;29.991;14.657
10/28/16 12h59min7s;17.891;81.511;21.270;14.652
10/28/16 01h14min7s;17.843;81.389;26.085;14.584
10/28/16 01h29min7s;17.724;81.391;34.440;14.468
10/28/16 01h44min7s;17.415;81.323;21.724;14.154
10/28/16 01h59min7s;17.249;81.536;19.270;14.027
10/28/16 02h14min7s;17.130;81.814;23.930;13.959
10/28/16 02h29min7s;17.082;81.887;20.341;13.924
10/28/16 02h44min7s;17.082;81.942;20.150;13.934
10/28/16 02h59min7s;17.011;82.037;34.308;13.880
10/28/16 03h14min7s;16.939;82.159;19.817;13.831
10/28/16 03h29min7s;16.915;82.237;21.246;13.821
10/28/16 03h44min7s;16.796;82.348;23.448;13.723
10/28/16 03h59min7s;16.701;82.410;;13.640
10/28/16 04h14min7s;16.606;82.471;;13.557
10/28/16 04h29min7s;16.773;82.646;16.439;13.750
10/28/16 04h44min7s;16.987;82.666;16.677;13.964
10/28/16 04h59min7s;16.868;82.777;16.939;13.866
10/28/16 05h14min7s;16.915;82.925;16.654;13.938
10/28/16 05h29min7s;17.153;83.006;17.296;14.185
10/28/16 05h44min7s;17.605;82.942;22.729;14.618
10/28/16 05h59min7s;18.699;82.661;19.270;15.644
10/28/16 06h14min7s;18.818;81.881;18.628;15.626
10/28/16 06h29min7s;19.770;81.083;24.363;16.417
10/28/16 06h44min7s;19.389;79.766;20.031;15.809
10/28/16 06h59min7s;19.722;78.028;20.936;15.817
10/28/16 07h14min7s;21.318;76.128;38.365;17.011
10/28/16 07h29min7s;22.345;71.154;39.403;17.007
10/28/16 07h44min7s;23.088;69.461;38.060;17.362
10/28/16 07h59min7s;23.785;66.151;30.217;17.296
10/28/16 08h14min7s;24.436;63.266;29.966;17.241
10/28/16 08h29min7s;24.919;60.683;36.281;17.064
10/28/16 08h44min7s;25.428;58.165;35.797;16.897
10/28/16 08h59min7s;25.671;56.831;33.495;16.769
10/28/16 09h14min7s;26.500;54.882;36.444;17.006
10/28/16 09h29min7s;27.136;52.852;36.933;17.016
10/28/16 09h44min7s;27.358;50.457;34.704;16.502
10/28/16 09h59min7s;27.727;50.698;37.370;16.916
10/28/16 10h14min7s;28.369;48.755;36.579;16.898
10/28/16 10h29min7s;28.866;48.495;41.560;17.270
10/28/16 10h44min7s;29.365;45.498;36.742;16.725
10/28/16 10h59min7s;29.690;47.592;38.170;17.728
10/28/16 11h14min7s;30.117;47.222;;17.995
10/28/16 11h29min7s;30.318;41.655;;16.200
10/28/16 11h44min7s;30.824;42.241;;16.874
10/28/16 11h59min7s;30.925;41.522;40.920;16.694
10/28/16 12h14min7s;31.230;40.756;;16.672
10/28/16 12h29min7s;32.433;41.319;45.845;17.967
10/28/16 12h44min7s;32.047;37.791;42.119;16.202
10/28/16 12h59min7s;32.201;36.524;42.505;15.796
10/28/16 01h14min7s;32.278;38.050;43.435;16.515
10/28/16 01h29min7s;32.717;38.431;42.893;17.063
10/28/16 01h44min7s;33.235;37.639;45.845;17.189
10/28/16 01h59min7s;33.313;35.749;43.768;16.433
10/28/16 02h14min7s;33.157;39.183;45.154;17.764
10/28/16 02h29min7s;32.665;37.785;43.616;16.747
10/28/16 02h44min7s;33.313;36.394;44.104;16.719
10/28/16 02h59min7s;33.183;36.517;42.773;16.659
10/28/16 03h14min7s;33.313;36.530;42.833;16.779
10/28/16 03h29min7s;33.235;35.571;43.799;16.285
10/28/16 03h44min7s;33.027;35.993;42.416;16.291
10/28/16 03h59min7s;32.253;37.306;39.971;16.178
10/28/16 04h14min7s;31.944;37.950;38.337;16.177
10/28/16 04h29min7s;31.230;40.022;35.797;16.384
10/28/16 04h44min7s;30.545;40.450;33.757;15.941
10/28/16 04h59min7s;29.565;42.135;31.689;15.703
10/28/16 05h14min7s;28.419;44.143;;15.396
10/28/16 05h29min7s;27.259;47.129;;15.357
10/28/16 05h44min7s;26.451;49.730;31.791;15.444
10/28/16 05h59min7s;25.866;51.534;25.210;15.452
10/28/16 06h14min7s;25.307;53.641;25.380;15.547
10/28/16 06h29min7s;24.823;56.175;24.339;15.799
10/28/16 06h44min7s;24.388;58.007;26.207;15.879
10/28/16 06h59min7s;23.930;59.880;29.916;15.930
10/28/16 07h14min7s;23.545;62.358;30.167;16.178
10/28/16 07h29min7s;23.136;63.960;33.313;16.172
10/28/16 07h44min7s;22.729;65.848;23.112;16.219
10/28/16 07h59min7s;22.345;67.336;21.700;16.187
10/28/16 08h14min7s;21.963;68.812;21.223;16.142
10/28/16 08h29min7s;21.533;70.120;20.746;16.008
10/28/16 08h44min7s;21.151;71.661;20.246;15.961
10/28/16 08h59min7s;20.746;72.953;20.031;15.832
10/28/16 09h14min7s;20.412;74.680;19.841;15.851
10/28/16 09h29min7s;20.103;75.968;19.603;15.800
10/28/16 09h44min7s;19.865;77.005;19.436;15.765
10/28/16 09h59min7s;19.627;78.150;19.294;15.747
10/28/16 10h14min7s;19.413;78.925;19.127;15.680
10/28/16 10h29min7s;19.318;79.666;19.222;15.722
10/28/16 10h44min7s;19.270;80.022;19.341;15.739
10/28/16 10h59min7s;18.889;80.249;18.818;15.408
10/28/16 11h14min7s;18.699;80.739;19.627;15.309
10/28/16 11h29min7s;18.723;80.828;19.674;15.348
10/28/16 11h44min7s;18.557;80.820;19.722;15.183
10/28/16 11h59min7s;18.557;80.960;19.960;15.208
10/29/16 12h14min7s;18.366;81.030;19.793;15.034
10/29/16 12h29min7s;18.366;81.225;20.055;15.068
10/29/16 12h44min7s;18.461;81.385;20.341;15.190
10/29/16 12h59min7s;18.414;81.458;20.269;15.156
10/29/16 01h14min7s;18.485;81.446;20.460;15.223
10/29/16 01h29min7s;18.485;81.390;20.341;15.214
10/29/16 01h44min7s;18.461;81.469;20.436;15.204
10/29/16 01h59min7s;18.509;81.423;20.531;15.243
10/29/16 02h14min7s;18.485;81.362;20.531;15.209
10/29/16 02h29min7s;18.414;81.263;20.436;15.122
10/29/16 02h44min7s;18.438;81.380;20.555;15.165
10/29/16 02h59min7s;18.414;81.403;20.531;15.146
10/29/16 03h14min7s;18.224;81.417;20.198;14.962
10/29/16 03h29min7s;18.319;81.660;20.484;15.098
10/29/16 03h44min7s;18.295;81.794;20.460;15.098
10/29/16 03h59min7s;18.295;81.877;20.436;15.112
10/29/16 04h14min7s;18.319;81.966;20.531;15.151
10/29/16 04h29min7s;18.200;81.995;20.103;15.039
10/29/16 04h44min7s;18.200;82.162;20.269;15.068
10/29/16 04h59min7s;18.247;82.200;20.436;15.121
10/29/16 05h14min7s;18.176;82.184;20.174;15.049
10/29/16 05h29min7s;18.129;82.312;20.126;15.024
10/29/16 05h44min7s;18.295;82.349;20.531;15.194
10/29/16 05h59min7s;18.557;82.324;21.079;15.446
10/29/16 06h14min7s;19.103;82.111;22.011;15.946
10/29/16 06h29min7s;19.294;81.790;22.465;16.076
10/29/16 06h44min7s;21.628;75.326;23.448;17.156
10/29/16 06h59min7s;22.872;71.518;26.500;17.590
10/29/16 07h14min7s;22.992;72.890;30.824;17.989
10/29/16 07h29min7s;23.400;70.496;27.014;17.883
10/29/16 07h44min7s;24.122;69.025;28.345;18.259
10/29/16 07h59min7s;24.823;67.415;32.021;18.573
10/29/16 08h14min7s;25.380;64.124;30.091;18.341
10/29/16 08h29min7s;25.963;63.244;;18.683
10/29/16 08h44min7s;26.867;60.899;31.996;18.956
10/29/16 08h59min7s;27.358;57.677;;18.575
10/29/16 09h14min7s;27.554;56.546;;18.452
10/29/16 09h29min7s;28.369;55.593;40.343;18.948
10/29/16 09h44min7s;28.916;52.426;34.995;18.537
10/29/16 09h59min7s;29.414;50.181;35.904;18.309
10/29/16 10h14min7s;29.690;50.346;35.770;18.614
10/29/16 10h29min7s;30.066;48.452;37.015;18.355
10/29/16 10h44min7s;30.495;44.877;46.067;17.534
10/29/16 10h59min7s;31.128;45.182;;18.215
10/29/16 11h14min7s;31.535;44.142;;18.214
10/29/16 11h29min7s;31.740;43.040;39.715;17.996
10/29/16 11h44min7s;32.073;41.480;41.152;17.707
10/29/16 11h59min7s;32.330;41.008;42.594;17.754
10/29/16 12h14min7s;32.717;39.575;;17.531
10/29/16 12h29min7s;32.846;37.060;;16.597
10/29/16 12h44min7s;33.157;36.786;44.196;16.753
10/29/16 12h59min7s;33.548;36.959;43.768;17.173
10/29/16 01h14min7s;33.887;38.076;44.658;17.952
10/29/16 01h29min7s;33.914;34.134;44.627;16.219
10/29/16 01h44min7s;33.521;38.378;41.942;17.755
10/29/16 01h59min7s;33.704;35.615;;16.717
10/29/16 02h14min7s;34.019;33.664;;16.089
10/29/16 02h29min7s;34.045;33.940;;16.243
10/29/16 02h44min7s;34.124;31.405;;15.068
10/29/16 02h59min7s;33.835;33.819;;16.002
10/29/16 03h14min7s;33.966;36.355;;17.277
10/29/16 03h29min7s;31.740;41.311;34.704;17.343
10/29/16 03h44min7s;31.179;41.383;;16.868
10/29/16 03h59min7s;30.444;43.917;;17.147
10/29/16 04h14min7s;29.941;45.173;30.849;17.136
10/29/16 04h29min7s;29.240;47.504;29.389;17.288
10/29/16 04h44min7s;29.340;48.555;31.052;17.723
10/29/16 04h59min7s;28.941;50.216;31.740;17.884
10/29/16 05h14min7s;27.850;52.632;27.456;17.612
10/29/16 05h29min7s;27.087;55.470;32.975;17.719
10/29/16 05h44min7s;26.524;57.614;26.085;17.778
10/29/16 05h59min7s;26.061;60.895;28.048;18.194
10/29/16 06h14min7s;25.574;63.974;;18.490
10/29/16 06h29min7s;24.968;66.387;32.278;18.478
10/29/16 06h44min7s;24.315;69.090;23.641;18.459
10/29/16 06h59min7s;23.785;70.863;22.776;18.331
10/29/16 07h14min7s;23.280;72.506;22.321;18.189
10/29/16 07h29min7s;22.848;73.972;25.016;18.070
10/29/16 07h44min7s;22.585;74.764;21.915;17.973
10/29/16 07h59min7s;22.537;74.464;22.011;17.867
10/29/16 08h14min7s;22.321;75.320;21.652;17.828
10/29/16 08h29min7s;21.795;77.087;21.079;17.659
10/29/16 08h44min7s;21.533;76.918;26.207;17.371
10/29/16 08h59min7s;21.318;77.790;20.889;17.327
10/29/16 09h14min7s;21.008;78.096;21.032;17.083
10/29/16 09h29min7s;20.770;78.616;20.293;16.947
10/29/16 09h44min7s;20.507;79.355;19.912;16.827
10/29/16 09h59min7s;20.388;79.782;19.936;16.789
10/29/16 10h14min7s;20.269;80.207;19.960;16.750
10/29/16 10h29min7s;20.103;80.115;21.008;16.570
10/29/16 10h44min7s;19.912;80.497;19.603;16.453
10/29/16 10h59min7s;19.770;80.719;19.294;16.353
10/29/16 11h14min7s;19.817;80.925;19.555;16.436
10/29/16 11h29min7s;19.770;80.915;19.460;16.388
10/29/16 11h44min7s;19.793;80.892;19.651;16.407
10/29/16 11h59min7s;19.960;80.507;20.007;16.501
10/30/16 12h14min7s;20.055;79.964;20.126;16.496
10/30/16 12h29min7s;20.174;79.482;20.317;16.525
10/30/16 12h44min7s;20.246;79.129;20.293;16.531
10/30/16 12h59min7s;20.198;78.978;20.246;16.456
10/30/16 01h14min7s;20.174;78.775;20.150;16.396
10/30/16 01h29min7s;20.103;79.014;19.865;16.370
10/30/16 01h44min7s;19.984;79.724;19.698;16.383
10/30/16 01h59min7s;19.865;80.008;19.555;16.318
10/30/16 02h14min7s;19.698;80.451;19.365;16.235
10/30/16 02h29min7s;19.651;80.609;19.341;16.217
10/30/16 02h44min7s;19.674;80.838;19.365;16.281
10/30/16 02h59min7s;19.460;81.072;19.080;16.113
10/30/16 03h14min7s;19.341;81.242;18.985;16.026
10/30/16 03h29min7s;19.222;81.412;18.794;15.940
10/30/16 03h44min7s;19.080;81.437;18.580;15.804
10/30/16 03h59min7s;18.937;81.740;18.461;15.718
10/30/16 04h14min7s;18.747;81.643;18.319;15.514
10/30/16 04h29min7s;18.604;81.611;18.224;15.369
10/30/16 04h44min7s;18.533;81.902;18.081;15.350
10/30/16 04h59min7s;18.438;81.992;17.962;15.272
10/30/16 05h14min7s;18.390;82.009;18.057;15.228
10/30/16 05h29min7s;18.747;81.782;19.508;15.538
10/30/16 05h44min7s;19.484;80.713;20.984;16.072
10/30/16 05h59min7s;20.269;78.624;22.202;16.461
10/30/16 06h14min7s;21.223;76.453;24.074;16.981
10/30/16 06h29min7s;22.753;71.583;25.817;17.488
10/30/16 06h44min7s;24.750;61.607;;17.135
10/30/16 06h59min7s;24.508;60.587;28.568;16.653
10/30/16 07h14min7s;22.776;67.591;25.404;16.655
10/30/16 07h29min7s;23.809;66.937;27.776;17.496
10/30/16 07h44min7s;23.905;66.022;28.593;17.381
10/30/16 07h59min7s;24.098;65.362;27.210;17.413
10/30/16 08h14min7s;23.954;65.850;28.147;17.387
10/30/16 08h29min7s;24.436;65.148;28.791;17.685
10/30/16 08h44min7s;25.695;63.811;33.027;18.566
10/30/16 08h59min7s;26.207;61.350;31.535;18.447
10/30/16 09h14min7s;27.333;58.954;32.433;18.892
10/30/16 09h29min7s;28.295;56.245;34.942;19.060
10/30/16 09h44min7s;27.702;56.944;32.639;18.699
10/30/16 09h59min7s;27.727;54.647;32.639;18.082
10/30/16 10h14min7s;28.072;54.093;33.548;18.245
10/30/16 10h29min7s;27.924;54.168;33.131;18.128
10/30/16 10h44min7s;28.097;54.160;33.209;18.287
10/30/16 10h59min7s;29.040;52.155;39.857;18.570
10/30/16 11h14min7s;29.090;52.322;35.395;18.667
10/30/16 11h29min7s;29.890;50.759;40.257;18.928
10/30/16 11h44min7s;29.941;50.701;40.257;18.956
10/30/16 11h59min7s;30.167;48.887;38.812;18.588
10/30/16 12h14min7s;30.874;46.268;;18.362
10/30/16 12h29min7s;30.900;47.155;;18.686
10/30/16 12h44min7s;30.192;47.785;37.755;18.251
10/30/16 12h59min7s;31.204;46.996;43.435;18.910
10/30/16 01h14min7s;31.128;45.544;;18.342
10/30/16 01h29min7s;31.331;46.225;;18.763
10/30/16 01h44min7s;30.874;46.988;;18.607
10/30/16 01h59min7s;31.637;44.318;;18.370
10/30/16 02h14min7s;31.586;45.302;42.923;18.673
10/30/16 02h29min7s;29.941;47.102;33.652;17.794
10/30/16 02h44min7s;29.865;46.995;37.783;17.690
10/30/16 02h59min7s;30.369;45.519;37.618;17.644
10/30/16 03h14min7s;29.515;47.571;36.933;17.561
10/30/16 03h29min7s;30.369;46.142;39.093;17.859
10/30/16 03h44min7s;30.016;46.393;37.866;17.624
10/30/16 03h59min7s;29.590;47.027;36.227;17.449
10/30/16 04h14min7s;28.866;47.490;34.916;16.942
10/30/16 04h29min7s;28.147;48.791;;16.706
10/30/16 04h44min7s;26.818;51.057;28.642;16.187
10/30/16 04h59min7s;26.012;52.792;31.893;15.956
10/30/16 05h14min7s;25.089;55.338;27.776;15.819
10/30/16 05h29min7s;24.002;57.824;27.259;15.470
10/30/16 05h44min7s;23.376;60.070;22.729;15.456
10/30/16 05h59min7s;22.944;62.685;27.949;15.688
10/30/16 06h14min7s;22.537;64.854;27.186;15.809
10/30/16 06h29min7s;22.058;65.282;27.087;15.452
10/30/16 06h44min7s;21.700;66.864;24.195;15.465
10/30/16 06h59min7s;21.390;67.879;22.705;15.391
10/30/16 07h14min7s;21.056;70.090;22.274;15.543
10/30/16 07h29min7s;20.770;71.209;20.007;15.501
10/30/16 07h44min7s;20.507;71.685;19.793;15.346
10/30/16 07h59min7s;20.317;73.536;19.841;15.534
10/30/16 08h14min7s;20.126;73.874;25.671;15.417
10/30/16 08h29min7s;19.865;74.687;19.127;15.322
10/30/16 08h44min7s;19.627;75.070;19.246;15.166
10/30/16 08h59min7s;19.460;75.467;23.761;15.080
10/30/16 09h14min7s;19.365;76.533;18.747;15.190
10/30/16 09h29min7s;19.270;77.594;18.723;15.296
10/30/16 09h44min7s;19.056;77.861;18.604;15.137
10/30/16 09h59min7s;18.913;78.707;18.699;15.153
10/30/16 10h14min7s;18.747;79.292;18.557;15.097
10/30/16 10h29min7s;18.628;79.660;18.889;15.047
10/30/16 10h44min7s;18.628;79.575;20.722;15.032
10/30/16 10h59min7s;18.533;79.583;18.414;14.940
10/30/16 11h14min7s;18.414;79.614;18.247;14.830
10/30/16 11h29min7s;18.366;79.884;18.224;14.831
10/30/16 11h44min7s;18.390;80.057;18.366;14.885
10/30/16 11h59min7s;18.366;80.220;18.247;14.891
10/31/16 12h14min7s;18.509;80.586;18.557;15.096
10/31/16 12h29min7s;18.485;80.497;18.461;15.057
10/31/16 12h44min7s;18.319;80.601;18.271;14.912
10/31/16 12h59min7s;18.414;81.012;18.747;15.078
10/31/16 01h14min7s;18.485;80.777;18.771;15.106
10/31/16 01h29min7s;18.580;80.825;18.937;15.208
10/31/16 01h44min7s;18.343;80.885;18.343;14.985
10/31/16 01h59min7s;18.414;81.124;18.723;15.097
10/31/16 02h14min7s;18.438;81.157;18.580;15.126
10/31/16 02h29min7s;18.319;81.577;18.438;15.083
10/31/16 02h44min7s;18.557;81.490;19.008;15.301
10/31/16 02h59min7s;18.723;81.303;19.246;15.431
10/31/16 03h14min7s;18.580;80.909;18.794;15.222
10/31/16 03h29min7s;18.652;80.869;19.151;15.285
10/31/16 03h44min7s;18.771;81.034;19.222;15.431
10/31/16 03h59min7s;18.842;81.385;19.318;15.562
10/31/16 04h14min7s;18.913;81.400;19.318;15.635
10/31/16 04h29min7s;18.985;81.416;19.294;15.707
10/31/16 04h44min7s;19.032;81.454;19.341;15.761
10/31/16 04h59min7s;19.080;81.604;19.460;15.834
10/31/16 05h14min7s;19.008;81.533;19.222;15.751
10/31/16 05h29min7s;19.103;81.665;19.722;15.868
